"","COUNTY","TRACT","BLKGRP","SUM_POP100","SUM_HU100","SUM_TotPop","SUM_HispPo","SUM_NonHis","SUM_NHOneR","SUM_NH_Whi","SUM_NH_Bla","SUM_NH_AmI","SUM_NH_Asi","SUM_NH_Haw","SUM_NH_Oth","SUM_NH_2or","SUM_VAP_To","SUM_VAP_Hi","SUM_VAP_No","SUM_VAP_NH","SUM_VAP__1","SUM_VAP__2","SUM_VAP__3","SUM_VAP__4","SUM_VAP_Ha","SUM_VAP__5","SUM_VAP__6","SUM_TotHou","SUM_OccHU","SUM_Vacant","Shapearea","Median_HHI","Median_House_Value","Only_English","Only_Spanish","Other_Languages","Percent_Only_English","Percent_Only_Spanish","Percent_Other_Languages","No_HS","HS_Graduate","Some_College","BS_and_Higher","Percent_No_HS","Percent_HS_Graduate","Percent_Some_College","Percent_BS_and_Higher","Vac_Rate"
"331100-3",201,331100,3,1427,577,1427,103,1324,1319,18,1293,3,4,0,1,5,931,60,871,869,13,851,3,1,0,1,2,577,505,72,7943106.209359,18828,63800,853,42,0,95.307263,4.692737,0,185,229,149,16,31.951641,39.55095,25.734024,2.763385,12.4783362218371
"331100-4",201,331100,4,1349,607,1349,194,1155,1150,18,1128,1,2,1,0,5,982,119,863,860,16,840,1,2,1,0,3,607,507,100,16703475.337076,17273,66800,878,265,0,76.815398,23.184602,0,169,275,181,31,25.762195,41.920732,27.591463,4.72561,16.4744645799012
"331200-1",201,331200,1,1661,750,1661,106,1555,1539,20,1511,1,3,1,3,16,1170,75,1095,1083,20,1055,1,3,1,3,12,750,633,117,9909313.824213,16714,46600,1370,170,34,87.03939,10.800508,2.160102,313,456,214,133,28.046595,40.860215,19.175627,11.917563,15.6
"331200-2",201,331200,2,1812,913,1812,116,1696,1689,31,1655,2,0,0,1,7,1297,65,1232,1226,22,1202,1,0,0,1,6,913,792,121,28251469.111974,31154,56300,1132,28,26,95.44688,2.360877,2.192243,145,419,195,63,17.639903,50.973236,23.722628,7.664234,13.2530120481928
"331300-1",201,331300,1,1419,551,1419,67,1352,1346,7,1335,3,1,0,0,6,1052,45,1007,1005,5,996,3,1,0,0,2,551,505,46,18892996.810739,37411,52500,1232,0,48,96.25,0,3.75,116,344,354,81,12.960894,38.435754,39.553073,9.050279,8.34845735027223
"331300-2",201,331300,2,945,407,945,100,845,840,3,835,0,2,0,0,5,735,58,677,674,2,671,0,1,0,0,3,407,360,47,8878405.125841,19091,39000,660,159,9,79.710145,19.202899,1.086957,140,168,117,10,32.183908,38.62069,26.896552,2.298851,11.5479115479115
"331300-3",201,331300,3,787,325,787,56,731,729,1,728,0,0,0,0,2,626,29,597,596,1,595,0,0,0,0,1,325,301,24,15559238.804598,36429,60200,1066,53,0,95.263628,4.736372,0,277,171,238,80,36.16188,22.32376,31.070496,10.443864,7.38461538461539
"331300-4",201,331300,4,1496,630,1496,95,1401,1396,4,1391,0,1,0,0,5,1170,50,1120,1117,4,1112,0,1,0,0,3,630,563,67,5670565.906702,41071,62100,1453,12,37,96.737683,0.798935,2.463382,219,345,332,242,19.244288,30.316344,29.173989,21.265378,10.6349206349206
"331400-1",201,331400,1,2520,1098,2520,88,2432,2412,11,2371,3,26,0,1,20,1514,45,1469,1460,11,1424,1,23,0,1,9,1098,1011,87,17009984.430805,12966,69400,2691,0,0,100,0,0,306,1122,179,75,18.192628,66.706302,10.642093,4.458977,7.92349726775956
"331500-1",201,331500,1,858,364,858,11,847,841,3,832,3,3,0,0,6,694,7,687,686,1,680,2,3,0,0,1,364,342,22,6874930.532764,25054,71600,852,50,0,94.456763,5.543237,0,173,185,232,41,27.416799,29.318542,36.767036,6.497623,6.04395604395604
"331500-2",201,331500,2,732,318,732,34,698,695,0,695,0,0,0,0,3,583,14,569,568,0,568,0,0,0,0,1,318,283,35,3725637.840787,25927,63200,541,0,0,100,0,0,142,188,79,102,27.78865,36.790607,15.459883,19.960861,11.0062893081761
"331500-3",201,331500,3,650,280,650,24,626,621,2,612,4,2,0,1,5,500,16,484,481,1,476,2,2,0,0,3,280,261,19,3288773.813943,20957,61300,568,15,0,97.427101,2.572899,0,115,182,120,87,22.81746,36.111111,23.809524,17.261905,6.78571428571429
"331500-4",201,331500,4,1165,438,1165,40,1125,1122,6,1109,7,0,0,0,3,906,20,886,885,5,876,4,0,0,0,1,438,424,14,6156723.193193,28229,72500,702,0,0,100,0,0,40,154,140,223,7.181329,27.648115,25.13465,40.035907,3.19634703196347
"331500-5",201,331500,5,820,324,820,30,790,784,1,778,3,2,0,0,6,656,20,636,634,1,628,3,2,0,0,2,324,309,15,7681502.041,56029,109600,622,83,0,88.22695,11.77305,0,106,104,249,124,18.181818,17.838765,42.71012,21.269297,4.62962962962963
"331500-6",201,331500,6,2920,1096,2920,641,2279,2253,210,1973,3,57,0,10,26,2091,393,1698,1683,188,1435,3,51,0,6,15,1096,1017,79,72602786.680515,42250,91800,2979,254,89,89.674895,7.645996,2.679109,618,475,688,233,30.685204,23.584906,34.160874,11.569017,7.20802919708029
"331601-1",201,331601,1,2072,767,2072,125,1947,1944,14,1918,3,9,0,0,3,1562,69,1493,1492,13,1469,2,8,0,0,1,767,723,44,14234874.04941,37071,90400,1877,36,6,97.81136,1.875977,0.312663,278,475,297,105,24.069264,41.125541,25.714286,9.090909,5.73663624511082
"331601-2",201,331601,2,2407,1069,2407,102,2305,2291,23,2261,1,6,0,0,14,1746,60,1686,1678,19,1654,1,4,0,0,8,1069,876,193,10482467.721314,29651,83000,2439,37,15,97.912485,1.485347,0.602168,338,830,378,147,19.96456,49.025399,22.32723,8.682812,18.0542563143124
"331601-3",201,331601,3,1250,434,1250,214,1036,1027,9,1016,0,1,0,1,9,875,120,755,749,5,742,0,1,0,1,6,434,409,25,4455035.913059,52092,77200,675,0,0,100,0,0,154,165,168,64,27.949183,29.945554,30.490018,11.615245,5.76036866359447
"331601-4",201,331601,4,729,268,729,37,692,689,0,684,2,2,0,1,3,574,28,546,543,0,539,1,2,0,1,3,268,257,11,3946944.318486,57120,74600,489,141,0,77.619048,22.380952,0,15,290,93,140,2.788104,53.903346,17.286245,26.022305,4.1044776119403
"331602-1",201,331602,1,721,328,721,252,469,462,59,396,2,5,0,0,7,484,149,335,330,52,272,2,4,0,0,5,328,252,76,48893269.573898,17651,14200,508,133,0,79.25117,20.74883,0,350,193,0,0,64.456722,35.543278,0,0,23.1707317073171
"331602-2",201,331602,2,1619,1283,1619,86,1533,1511,7,1502,1,0,0,1,22,1043,41,1002,988,7,979,1,0,0,1,14,1283,550,733,15482750.375023,16289,104900,1548,0,0,100,0,0,142,436,161,78,17.380661,53.365973,19.706242,9.547124,57.1317225253313
"331700-1",201,331700,1,1676,599,1676,237,1439,1420,25,1388,3,1,0,3,19,1013,140,873,864,19,841,3,1,0,0,9,599,541,58,34503829.650683,20278,76700,1441,231,18,85.266272,13.668639,1.065089,342,349,216,147,32.447818,33.111954,20.493359,13.946869,9.68280467445743
"331700-2",201,331700,2,945,341,945,85,860,857,5,849,3,0,0,0,3,721,44,677,674,5,666,3,0,0,0,3,341,320,21,5409390.65555,33828,83100,655,80,9,88.037634,10.752688,1.209677,109,184,212,48,19.710669,33.273056,38.336347,8.679928,6.158357771261
"331700-3",201,331700,3,1350,552,1350,82,1268,1267,4,1260,1,2,0,0,1,1065,51,1014,1013,4,1006,1,2,0,0,1,552,507,45,15561061.475517,22273,70300,1166,87,0,93.056664,6.943336,0,230,369,225,32,26.869159,43.107477,26.285047,3.738318,8.15217391304348
"331800-1",201,331800,1,2652,1076,2652,228,2424,2402,34,2356,8,4,0,0,22,1824,135,1689,1673,26,1642,1,4,0,0,16,1076,911,165,16332966.079327,27344,58000,2467,126,78,92.362411,4.717334,2.920255,428,804,490,114,23.311547,43.79085,26.688453,6.20915,15.3345724907063
"331800-2",201,331800,2,1030,353,1030,211,819,810,10,796,2,2,0,0,9,751,126,625,620,10,607,2,1,0,0,5,353,322,31,8751252.910311,30324,67600,706,100,0,87.593052,12.406948,0,155,210,141,42,28.284672,38.321168,25.729927,7.664234,8.78186968838527
"331900-1",201,331900,1,895,392,895,53,842,836,5,823,2,4,0,2,6,680,30,650,646,4,634,2,4,0,2,4,392,339,53,7191534.027107,37500,76500,848,14,7,97.583429,1.611047,0.805524,193,297,203,10,27.45377,42.247511,28.876245,1.422475,13.5204081632653
"331900-2",201,331900,2,1406,503,1406,135,1271,1266,12,1245,5,2,0,2,5,1076,81,995,991,12,971,4,2,0,2,4,503,463,40,5158426.934022,32214,63300,914,91,11,89.96063,8.956693,1.082677,265,221,253,27,34.5953,28.851175,33.028721,3.524804,7.95228628230616
"331900-3",201,331900,3,1063,424,1063,85,978,975,12,963,0,0,0,0,3,771,52,719,717,10,707,0,0,0,0,2,424,372,52,5748420.277386,33194,33200,1187,37,0,96.977124,3.022876,0,255,399,162,40,29.78972,46.61215,18.925234,4.672897,12.2641509433962
"332000-1",201,332000,1,1821,620,1821,494,1327,1324,11,1310,0,3,0,0,3,1265,299,966,963,10,951,0,2,0,0,3,620,554,66,8052987.247744,38667,58800,1299,386,11,76.591981,22.759434,0.648585,445,395,287,109,36.003236,31.957929,23.220065,8.81877,10.6451612903226
"332000-2",201,332000,2,849,291,849,186,663,653,14,633,0,0,0,6,10,636,117,519,511,11,494,0,0,0,6,8,291,263,28,3113477.925897,45625,53600,828,126,0,86.792453,13.207547,0,129,296,143,62,20.47619,46.984127,22.698413,9.84127,9.62199312714777
"332000-3",201,332000,3,2356,842,2356,338,2018,1998,20,1904,1,72,0,1,20,1370,197,1173,1159,20,1097,1,40,0,1,14,842,713,129,8554486.997017,14157,49600,1367,668,95,64.178404,31.361502,4.460094,440,373,229,18,41.509434,35.188679,21.603774,1.698113,15.3206650831354
"332000-4",201,332000,4,567,305,567,30,537,532,2,529,1,0,0,0,5,458,18,440,435,2,432,1,0,0,0,5,305,260,45,4070930.405967,41250,84200,410,0,0,100,0,0,48,146,98,48,14.117647,42.941176,28.823529,14.117647,14.7540983606557
"332100-1",201,332100,1,1507,519,1507,757,750,746,16,727,1,2,0,0,4,1040,449,591,590,14,573,1,2,0,0,1,519,450,69,6407955.291715,28047,45300,788,498,0,61.275272,38.724728,0,407,109,200,85,50.811486,13.60799,24.968789,10.611735,13.2947976878613
"332100-2",201,332100,2,1530,472,1530,714,816,812,23,783,0,2,0,4,4,1054,422,632,628,19,603,0,2,0,4,4,472,431,41,5156846.531791,33520,63300,1001,577,19,62.680025,36.130244,1.189731,536,273,151,84,51.340996,26.149425,14.463602,8.045977,8.6864406779661
"332200-1",201,332200,1,1801,556,1801,881,920,912,16,881,3,8,1,3,8,1259,555,704,702,15,675,2,6,1,3,2,556,513,43,7768963.764742,32727,46100,815,696,19,53.267974,45.490196,1.24183,396,397,232,51,36.802974,36.895911,21.561338,4.739777,7.73381294964029
"332200-2",201,332200,2,2432,800,2432,842,1590,1579,22,1550,2,3,0,2,11,1734,495,1239,1231,17,1207,2,3,0,2,8,800,726,74,20017034.387416,34336,58900,1841,1082,0,62.983236,37.016764,0,890,462,315,59,51.564311,26.767092,18.25029,3.418308,9.25
"332200-3",201,332200,3,752,267,752,264,488,486,14,472,0,0,0,0,2,542,159,383,382,12,370,0,0,0,0,1,267,231,36,2783507.99976,24223,49100,585,96,0,85.903084,14.096916,0,227,173,52,44,45.766129,34.879032,10.483871,8.870968,13.4831460674157
"332300-1",201,332300,1,1319,451,1319,257,1062,1052,7,1034,7,2,2,0,10,996,153,843,839,5,827,4,2,1,0,4,451,427,24,6283782.918628,31778,66100,1022,58,19,92.993631,5.277525,1.728844,176,231,210,78,25.323741,33.23741,30.215827,11.223022,5.32150776053215
"332300-2",201,332300,2,1599,611,1599,414,1185,1180,27,1143,2,4,0,4,5,1192,257,935,931,18,904,1,4,0,4,4,611,537,74,6335974.367493,26201,81200,1134,535,0,67.944877,32.055123,0,421,495,206,38,36.293103,42.672414,17.758621,3.275862,12.1112929623568
"332400-1",201,332400,1,1368,508,1368,222,1146,1142,8,1128,0,0,0,6,4,1051,148,903,899,7,891,0,0,0,1,4,508,461,47,7125308.902114,29615,57700,1160,0,49,95.947064,0,4.052936,231,540,241,46,21.833648,51.039698,22.778828,4.347826,9.25196850393701
"332400-2",201,332400,2,1611,590,1611,202,1409,1396,23,1371,0,0,0,2,13,1238,110,1128,1122,18,1103,0,0,0,1,6,590,555,35,5825420.767471,39647,73600,1930,9,32,97.919838,0.456621,1.623541,197,342,486,60,18.156682,31.520737,44.792627,5.529954,5.93220338983051
"332400-3",201,332400,3,1292,426,1292,133,1159,1148,30,1104,6,8,0,0,11,1069,113,956,945,29,906,3,7,0,0,11,426,407,19,26565065.743456,39775,67100,1216,182,0,86.981402,13.018598,0,228,468,392,50,20.035149,41.12478,34.446397,4.393673,4.46009389671362
"332500-1",201,332500,1,2024,646,2024,850,1174,1171,100,1058,4,1,0,8,3,1437,512,925,923,94,818,3,1,0,7,2,646,613,33,8571829.597928,44145,74400,1082,656,60,60.177976,36.484983,3.337041,327,436,233,128,29.092527,38.790036,20.729537,11.3879,5.10835913312694
"332500-2",201,332500,2,1233,435,1233,634,599,597,81,508,2,6,0,0,2,934,419,515,515,75,434,2,4,0,0,0,435,403,32,12774234.901224,59120,77800,833,430,24,64.724165,33.411033,1.864802,238,328,289,133,24.089069,33.198381,29.251012,13.461538,7.35632183908046
"332600-1",201,332600,1,1351,361,1351,1227,124,124,89,30,0,5,0,0,0,924,817,107,107,79,24,0,4,0,0,0,361,342,19,4176069.563586,40491,72700,29,970,0,2.902903,97.097097,0,400,164,43,0,65.897858,27.018122,7.08402,0,5.26315789473684
"332600-2",201,332600,2,2335,820,2335,1491,844,840,100,697,12,29,0,2,4,1705,989,716,712,89,588,8,25,0,2,4,820,796,24,9187023.745377,30880,82300,1266,953,13,56.72043,42.697133,0.582437,719,361,349,179,44.71393,22.450249,21.70398,11.131841,2.92682926829268
"332600-3",201,332600,3,1650,472,1650,900,750,745,55,674,5,5,1,5,5,1103,525,578,573,54,506,5,5,1,2,5,472,449,23,18106291.097696,47283,84200,634,346,0,64.693878,35.306122,0,319,198,189,104,39.382716,24.444444,23.333333,12.839506,4.8728813559322
"332600-4",201,332600,4,1269,445,1269,512,757,750,19,728,1,0,0,2,7,874,304,570,567,17,547,1,0,0,2,3,445,421,24,4146290.998845,42136,87100,526,1201,0,30.457441,69.542559,0,387,364,276,16,37.104506,34.899329,26.462128,1.534036,5.39325842696629
"332700-1",201,332700,1,843,265,843,776,67,65,48,14,0,3,0,0,2,556,498,58,56,41,12,0,3,0,0,2,265,242,23,4532005.521607,34050,82500,78,893,8,7.967314,91.215526,0.81716,355,118,104,12,60.271647,20.033956,17.657046,2.037351,8.67924528301887
"332700-2",201,332700,2,1885,559,1885,1690,195,193,115,65,2,10,0,1,2,1323,1161,162,160,100,50,2,7,0,1,2,559,521,38,22715850.663237,39570,78100,514,1420,12,26.413155,72.970195,0.61665,756,322,113,35,61.663948,26.264274,9.216966,2.854812,6.79785330948122
"332800-1",201,332800,1,1163,423,1163,938,225,224,76,139,2,6,0,1,1,794,594,200,199,72,119,1,6,0,1,1,423,315,108,5473225.782479,24167,56800,225,560,7,28.409091,70.707071,0.883838,243,144,48,7,54.977376,32.579186,10.859728,1.58371,25.531914893617
"332800-2",201,332800,2,1226,418,1226,1129,97,94,52,38,2,2,0,0,3,817,732,85,82,44,34,2,2,0,0,3,418,364,54,3837557.000927,41019,87500,90,1621,0,5.260082,94.739918,0,739,181,42,22,75.101626,18.394309,4.268293,2.235772,12.9186602870813
"332800-3",201,332800,3,2228,655,2228,1888,340,335,66,263,0,5,0,1,5,1453,1234,219,216,58,153,0,5,0,0,3,655,595,60,11776984.229961,25609,87700,395,1802,23,17.792793,81.171171,1.036036,686,249,175,12,61.14082,22.192513,15.597148,1.069519,9.16030534351145
"332900-1",201,332900,1,2352,721,2352,2207,145,139,96,39,3,1,0,0,6,1517,1390,127,124,87,35,1,1,0,0,3,721,622,99,7677503.731419,36036,86000,675,2193,14,23.421235,76.092991,0.485774,1087,458,228,17,60.726257,25.586592,12.73743,0.949721,13.7309292649098
"332900-2",201,332900,2,2697,781,2697,2267,430,418,248,134,4,29,1,2,12,1894,1508,386,380,222,124,4,27,1,2,6,781,697,84,12196644.700347,41488,80300,679,1490,56,30.516854,66.966292,2.516854,769,467,246,18,51.266667,31.133333,16.4,1.2,10.7554417413572
"333000-1",201,333000,1,2530,752,2530,2187,343,341,232,69,0,40,0,0,2,1775,1476,299,297,206,52,0,39,0,0,2,752,705,47,8514871.565495,55724,89000,517,2030,36,20.015486,78.590786,1.393728,722,677,308,103,39.889503,37.403315,17.016575,5.690608,6.25
"333000-2",201,333000,2,785,311,785,670,115,111,90,12,2,7,0,0,4,549,439,110,109,88,12,2,7,0,0,1,311,238,73,8050532.459584,53378,152700,234,560,127,25.407166,60.803474,13.789359,311,160,89,56,50.487013,25.974026,14.448052,9.090909,23.4726688102894
"333100-1",201,333100,1,1548,560,1548,877,671,664,123,509,0,30,0,2,7,1070,569,501,495,110,366,0,19,0,0,6,560,494,66,4608090.792761,24201,91300,1067,300,54,75.087966,21.111893,3.800141,208,217,205,199,25.09047,26.176116,24.728589,24.004825,11.7857142857143
"333100-2",201,333100,2,2115,834,2115,753,1362,1349,172,184,0,985,0,8,13,1534,509,1025,1017,158,143,0,708,0,8,8,834,744,90,8699407.362076,31289,79300,582,243,811,35.574572,14.853301,49.572127,565,429,141,139,44.348509,33.673469,11.067504,10.910518,10.7913669064748
"333201-1",201,333201,1,1862,710,1862,1294,568,563,87,412,1,55,0,8,5,1287,854,433,431,70,309,1,46,0,5,2,710,598,112,3942686.599255,19772,99500,846,604,27,57.278267,40.893703,1.82803,357,354,189,62,37.110187,36.798337,19.64657,6.444906,15.7746478873239
"333201-2",201,333201,2,2135,795,2135,1645,490,486,61,393,3,21,0,8,4,1501,1128,373,370,54,294,3,16,0,3,3,795,725,70,4533461.595034,31786,112000,298,1155,0,20.509291,79.490709,0,429,192,98,73,54.166667,24.242424,12.373737,9.217172,8.80503144654088
"333201-3",201,333201,3,1001,289,1001,704,297,289,148,122,1,18,0,0,8,705,459,246,240,134,91,0,15,0,0,6,289,282,7,3838881.479053,42955,127600,542,572,286,38.714286,40.857143,20.428571,169,223,308,234,18.094218,23.875803,32.976445,25.053533,2.42214532871972
"333202-1",201,333202,1,945,326,945,665,280,275,158,99,1,11,2,4,5,646,421,225,222,137,73,1,7,2,2,3,326,296,30,15718133.601833,73750,89800,169,329,28,32.129278,62.547529,5.323194,90,156,89,0,26.865672,46.567164,26.567164,0,9.20245398773006
"333202-2",201,333202,2,1275,520,1275,785,490,479,130,310,1,35,0,3,11,916,518,398,390,120,236,1,30,0,3,8,520,460,60,5146107.509078,24545,101200,385,884,40,29.411765,67.532468,3.055768,493,198,111,65,56.862745,22.83737,12.802768,7.497116,11.5384615384615
"333202-3",201,333202,3,1915,904,1915,1136,779,774,62,695,5,11,0,1,5,1340,748,592,589,56,519,5,8,0,1,3,904,775,129,1454033.112963,28037,103400,474,982,125,29.981025,62.112587,7.906388,476,146,201,104,51.348436,15.74973,21.682848,11.218986,14.2699115044248
"333202-4",201,333202,4,1539,814,1539,887,652,652,40,603,1,7,0,1,0,1088,600,488,488,34,446,1,7,0,0,0,814,641,173,1765068.000577,28208,NA,571,526,234,42.900075,39.519159,17.580766,258,183,339,166,27.272727,19.344609,35.835095,17.547569,21.2530712530713
"333300-1",201,333300,1,1511,484,1511,1205,306,293,180,79,3,30,1,0,13,994,751,243,234,149,57,2,25,1,0,9,484,443,41,29123126.828174,35833,87900,602,1100,0,35.370153,64.629847,0,449,391,79,50,46.336429,40.350877,8.152735,5.159959,8.47107438016529
"333300-2",201,333300,2,5858,2285,5858,3549,2309,2264,315,1864,1,82,0,2,45,3683,2223,1460,1441,265,1111,1,64,0,0,19,2285,2005,280,19854552.488041,31330,111200,2755,1423,55,65.083865,33.61682,1.299315,990,826,683,142,37.485801,31.276032,25.861416,5.376751,12.253829321663
"333300-3",201,333300,3,2003,580,2003,1627,376,359,139,100,0,118,0,2,17,1360,1057,303,287,122,70,0,95,0,0,16,580,543,37,25461758.996318,52500,92300,497,1056,189,28.530425,60.619977,10.849598,413,450,136,98,37.648131,41.020966,12.397448,8.933455,6.37931034482759
"333500-1",201,333500,1,1860,674,1860,1318,542,529,94,407,1,27,0,0,13,1233,842,391,382,86,271,1,24,0,0,9,674,596,78,3651348.702633,33819,136000,634,1309,0,32.629954,67.370046,0,469,343,228,175,38.600823,28.230453,18.765432,14.403292,11.5727002967359
"333500-2",201,333500,2,2453,851,2453,1844,609,591,219,341,3,25,0,3,18,1676,1176,500,485,201,256,3,23,0,2,15,851,721,130,9765535.866769,34010,133300,781,1376,0,36.207696,63.792304,0,796,290,217,222,52.196721,19.016393,14.229508,14.557377,15.2761457109283
"333500-3",201,333500,3,2120,904,2120,1449,671,654,88,537,3,23,2,1,17,1470,951,519,508,83,399,3,20,2,1,11,904,741,163,6950358.014524,25078,133300,662,1229,62,33.896569,62.928827,3.174603,591,322,287,119,44.806672,24.412434,21.758908,9.021986,18.0309734513274
"333600-1",201,333600,1,1088,461,1088,656,432,422,303,100,5,14,0,0,10,829,457,372,368,269,85,1,13,0,0,4,461,389,72,15556597.247744,33983,129400,565,183,0,75.534759,24.465241,0,67,197,246,49,11.985689,35.241503,44.007156,8.765653,15.6182212581345
"333600-2",201,333600,2,1024,349,1024,639,385,374,259,104,3,8,0,0,11,751,429,322,315,222,84,3,6,0,0,7,349,332,17,11651009.697969,56429,140200,462,275,7,62.096774,36.962366,0.94086,109,111,98,209,20.683112,21.062619,18.595825,39.658444,4.87106017191977
"333600-3",201,333600,3,1044,378,1044,607,437,431,314,95,3,13,0,6,6,759,405,354,352,263,71,2,11,0,5,2,378,351,27,12022170.473199,73250,132000,561,576,0,49.340369,50.659631,0,155,176,200,192,21.438451,24.343015,27.662517,26.556017,7.14285714285714
"333700-1",201,333700,1,2094,607,2094,1608,486,476,194,174,6,101,0,1,10,1412,1027,385,378,165,130,3,79,0,1,7,607,579,28,18341032.058571,49604,99300,792,1502,309,30.426431,57.702651,11.870918,535,582,279,96,35.857909,39.008043,18.699732,6.434316,4.61285008237232
"333700-2",201,333700,2,1062,366,1062,794,268,264,193,48,0,22,0,1,4,734,510,224,220,168,35,0,17,0,0,4,366,327,39,78148409.785891,50987,87300,333,432,0,43.529412,56.470588,0,264,197,98,14,46.073298,34.380454,17.102967,2.443281,10.655737704918
"333800-1",201,333800,1,1937,534,1937,1714,223,217,149,41,1,25,0,1,6,1211,1033,178,174,120,32,1,20,0,1,4,534,506,28,48226582.765803,30054,57000,434,1562,0,21.743487,78.256513,0,525,366,210,142,42.236525,29.444891,16.89461,11.423974,5.2434456928839
"333800-2",201,333800,2,2139,705,2139,1617,522,506,179,274,0,40,0,13,16,1443,1021,422,410,171,199,0,34,0,6,12,705,652,53,9103164.240159,48164,111800,639,1207,60,33.525708,63.326338,3.147954,709,368,177,85,52.949963,27.483196,13.21882,6.348021,7.5177304964539
"333800-3",201,333800,3,1538,590,1538,807,731,713,150,541,1,17,1,3,18,1061,504,557,549,132,397,1,17,1,1,8,590,462,128,15835054.496609,27904,104700,870,432,0,66.820276,33.179724,0,90,234,197,43,15.957447,41.489362,34.929078,7.624113,21.6949152542373
"333800-4",201,333800,4,1804,515,1804,1374,430,414,190,142,0,79,2,1,16,1266,926,340,328,156,112,0,57,2,1,12,515,493,22,11227246.801446,44245,108800,383,976,59,27.009873,68.829337,4.16079,152,315,357,92,16.593886,34.388646,38.973799,10.043668,4.27184466019417
"333800-5",201,333800,5,1810,563,1810,1071,739,728,167,509,0,51,1,0,11,1282,699,583,577,142,390,0,44,1,0,6,563,546,17,9641330.059232,68839,108800,1225,741,73,60.07847,36.341344,3.580186,233,532,490,270,15.278689,34.885246,32.131148,17.704918,3.01953818827709
"333901-1",201,333901,1,4858,1286,4858,2916,1942,1905,335,665,4,890,1,10,37,3126,1785,1341,1326,246,446,4,623,0,7,15,1286,1257,29,21617726.152548,67281,134400,1461,1334,1077,37.732438,34.452479,27.815083,546,718,736,433,22.44143,29.510892,30.250719,17.796958,2.25505443234837
"333901-2",201,333901,2,3453,960,3453,2132,1321,1288,325,459,7,496,0,1,33,2189,1269,920,910,260,301,2,346,0,1,10,960,927,33,30726862.731667,72917,125100,1586,579,246,65.781833,24.014932,10.203235,223,396,625,331,14.15873,25.142857,39.68254,21.015873,3.4375
"333902-1",201,333902,1,3476,1219,3476,2173,1303,1275,510,575,6,178,3,3,28,2349,1357,992,975,444,391,6,129,3,2,17,1219,1153,66,21922940.442834,36047,117600,1487,770,124,62.452751,32.339353,5.207896,400,305,549,227,27.008778,20.594193,37.069548,15.327481,5.41427399507793
